Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Gxylt2	ENSMUST00000032157.7	glucoside xylosyltransferase 2 	24	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.49	-0.53	0.85	2007, 2009, 2011
Pxdn	ENSMUST00000122328.2	peroxidasin homolog (Drosophila) 	2118	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.49	-0.49	0.93	2007, 2009, 2011
Zbtb5	ENSMUST00000055028.8	zinc finger and BTB domain containing 5 	46	2	0	1	1	2	1	1	0	0	mmu-miR-29a-3p	-0.49	-0.67	0.97	2005, 2007, 2009, 2011
Ss18l1	ENSMUST00000041126.8	synovial sarcoma translocation gene on chromosome 18-like 1 	91	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.49	-0.52	0.88	2005, 2007, 2009, 2011
Dpp3	ENSMUST00000025851.3	dipeptidylpeptidase 3 	391	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.49	-0.49	0.85	2005, 2007, 2009, 2011
Amer1	ENSMUST00000084535.5	APC membrane recruitment 1 	249	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.49	-0.50	0.77	2007, 2009, 2011
Tnfrsf1a	ENSMUST00000032491.9	tumor necrosis factor receptor superfamily, member 1a 	3742	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.49	-0.49	0.90	2005, 2007, 2009, 2011
Cd276	ENSMUST00000039788.5	CD276 antigen 	42	1	1	0	0	1	0	1	0	0	mmu-miR-29b-3p	-0.48	-0.48	0.85	2007, 2009, 2011
Tectb	ENSMUST00000025936.6	tectorin beta 	19	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.48	-0.48	0.90	2009, 2011
Col24a1	ENSMUST00000029848.4	collagen, type XXIV, alpha 1 	24	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.48	-0.49	0.81	2007, 2009, 2011
Snx24	ENSMUST00000165032.2	sorting nexing 24 	240	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.47	-0.47	0.85	2005, 2007, 2009, 2011
Xkr6	ENSMUST00000119973.2	X Kell blood group precursor related family member 6 homolog 	5	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.47	-0.47	0.80	2005, 2007, 2011
Npas3	ENSMUST00000101432.2	neuronal PAS domain protein 3 	17	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.47	-0.47	0.92	2009, 2011
Col27a1	ENSMUST00000036300.7	collagen, type XXVII, alpha 1 	295	2	0	1	1	0	0	0	0	2	mmu-miR-29b-3p	-0.47	-0.47	> 0.99	2009, 2011
Atp5g1	ENSMUST00000090541.6	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) 	55	1	0	1	0	2	0	1	1	0	mmu-miR-29a-3p	-0.47	-0.56	0.59	2005, 2007, 2009, 2011
Lep	ENSMUST00000069789.6	leptin 	429	1	0	1	0	1	1	0	0	1	mmu-miR-29a-3p	-0.47	-0.47	0.50	2005, 2007, 2009, 2011
Shprh	ENSMUST00000044053.7	SNF2 histone linker PHD RING helicase 	422	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.47	-0.68	0.85	2005, 2007, 2011
Tfec	ENSMUST00000031533.7	transcription factor EC 	97	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.47	-0.47	0.92	2007, 2009, 2011
Ankrd13c	ENSMUST00000040787.8	ankyrin repeat domain 13c 	2424	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.46	-0.75	0.89	2005, 2007, 2009, 2011
Dgkd	ENSMUST00000027517.8	diacylglycerol kinase, delta 	2455	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.46	-0.46	0.92	2005, 2007, 2011
Dtwd2	ENSMUST00000163590.2	DTW domain containing 2 	122	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.46	-0.46	0.66	2005, 2007, 2009, 2011
Arf2	ENSMUST00000057921.4	ADP-ribosylation factor 2 	1710	1	1	0	0	1	0	1	0	0	mmu-miR-29a-3p	-0.46	-0.46	0.55	2009, 2011
Kctd3	ENSMUST00000085678.2	potassium channel tetramerisation domain containing 3 	873	1	0	0	1	0	0	0	0	2	mmu-miR-29a-3p	-0.46	-0.53	0.93	2005, 2007, 2009, 2011
Morf4l1	ENSMUST00000085248.6	mortality factor 4 like 1 	24	1	0	1	0	1	0	0	1	0	mmu-miR-29a-3p	-0.46	-0.52	0.74	2005, 2007, 2009, 2011
4931406P16Rik	ENSMUST00000108074.2	RIKEN cDNA 4931406P16 gene 	1173	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.46	-0.47	0.83	2009, 2011
Pdgfc	ENSMUST00000029652.3	platelet-derived growth factor, C polypeptide 	820	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.45	-0.46	0.90	2005, 2007, 2009, 2011
Per1	ENSMUST00000021271.8	period circadian clock 1 	365	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.45	-0.45	0.87	2005, 2007, 2009, 2011
Zfp282	ENSMUST00000061890.7	zinc finger protein 282 	425	2	1	0	1	2	0	1	1	2	mmu-miR-29b-3p	-0.45	-0.58	> 0.99	2009, 2011
Mcl1	ENSMUST00000037947.9	myeloid cell leukemia sequence 1 	13830	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.45	-0.46	0.88	2005, 2007, 2009, 2011
Tubb2a	ENSMUST00000056427.8	tubulin, beta 2A class IIA 	791	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.45	-0.45	0.55	2007, 2009, 2011
Cep97	ENSMUST00000023270.8	centrosomal protein 97 	262	1	0	0	1	2	1	1	0	0	mmu-miR-29b-3p	-0.45	-0.49	0.92	2009, 2011
P2ry4	ENSMUST00000053373.1	pyrimidinergic receptor P2Y, G-protein coupled, 4 	68	1	0	1	0	1	1	0	0	1	mmu-miR-29a-3p	-0.45	-0.49	0.44	
Nkiras2	ENSMUST00000017981.4	NFKB inhibitor interacting Ras-like protein 2 	400	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.45	-0.47	0.78	2005, 2007, 2009, 2011
Elf2	ENSMUST00000108053.3	E74-like factor 2 	1686	1	1	0	0	1	0	0	1	1	mmu-miR-29b-3p	-0.45	-0.56	0.93	2005, 2007, 2009, 2011
Per3	ENSMUST00000103204.5	period circadian clock 3 	288	1	0	1	0	2	0	2	0	0	mmu-miR-29b-3p	-0.45	-0.46	0.54	2005, 2007, 2009, 2011
Hdac4	ENSMUST00000097644.3	histone deacetylase 4 	652	1	0	1	0	1	0	1	0	3	mmu-miR-29b-3p	-0.45	-0.45	0.85	2005, 2007, 2009, 2011
Stard8	ENSMUST00000036606.8	START domain containing 8 	1843	2	1	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.45	-0.45	0.55	2005, 2007, 2009, 2011
Fam57b	ENSMUST00000098032.5	family with sequence similarity 57, member B 	1591	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.45	-0.45	0.89	2005, 2007, 2011
Dynlt1a	ENSMUST00000169415.1	dynein light chain Tctex-type 1A 	5	1	0	0	1	0	0	0	0	2	mmu-miR-29a-3p	-0.44	-0.51	0.93	2011
Dynlt1b	ENSMUST00000179569.1	dynein light chain Tctex-type 1B 	5	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.44	-0.44	0.91	2009, 2011
Phc1	ENSMUST00000081849.4	polyhomeotic-like 1 (Drosophila) 	917	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.44	-0.44	0.89	2005, 2007, 2009, 2011
Adamts16	ENSMUST00000080145.7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16 	9	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.44	-0.44	0.36	2007, 2009, 2011
Dynlt1f	ENSMUST00000179554.1	dynein light chain Tctex-type 1F 	5	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.44	-0.44	0.91	2011
Ammecr1l	ENSMUST00000115808.2	AMME chromosomal region gene 1-like 	2444	1	1	0	0	0	0	0	0	3	mmu-miR-29b-3p	-0.44	-0.47	0.90	2007, 2011
Nudt11	ENSMUST00000103007.3	nudix (nucleoside diphosphate linked moiety X)-type motif 11 	949	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.44	-0.44	0.73	2007, 2009, 2011
Btg2	ENSMUST00000020692.6	B cell translocation gene 2, anti-proliferative 	3163	2	0	1	1	0	0	0	0	0	mmu-miR-29b-3p	-0.44	-0.45	0.95	2005, 2007, 2009, 2011
Pdgfa	ENSMUST00000046901.8	platelet derived growth factor, alpha 	720	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.43	-0.43	0.78	2007, 2009, 2011
Mycn	ENSMUST00000043396.8	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian) 	232	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.43	-0.44	0.84	2005, 2007, 2009, 2011
Kctd5	ENSMUST00000017090.5	potassium channel tetramerisation domain containing 5 	3058	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.43	-0.44	0.92	2005, 2007, 2009, 2011
Mllt11	ENSMUST00000065482.5	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11 	2318	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.43	-0.43	0.88	2005, 2007, 2009, 2011
Taf5	ENSMUST00000026027.5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor 	231	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.43	-0.43	0.69	2005, 2007, 2009, 2011
Adamts18	ENSMUST00000093113.4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18 	5	2	0	2	0	0	0	0	0	1	mmu-miR-29c-3p	-0.43	-0.43	0.93	2005, 2007, 2009, 2011
Dnmt3b	ENSMUST00000072997.4	DNA methyltransferase 3B 	6428	1	0	0	1	1	0	1	0	2	mmu-miR-29a-3p	-0.43	-0.43	0.93	2005, 2007, 2009, 2011
Hmgn3	ENSMUST00000185315.1	high mobility group nucleosomal binding domain 3 	119	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.43	-0.43	0.80	2005, 2007, 2009, 2011
Ddx3x	ENSMUST00000000804.6	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked 	6252	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.43	-0.43	0.92	2005, 2007, 2009, 2011
1810013L24Rik	ENSMUST00000023150.5	RIKEN cDNA 1810013L24 gene 	1935	1	0	1	0	2	0	1	1	0	mmu-miR-29a-3p	-0.43	-0.66	0.89	2009, 2011
Elovl4	ENSMUST00000034796.8	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4 	11	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.42	-0.42	0.66	2005, 2007, 2009, 2011
Trim63	ENSMUST00000105875.2	tripartite motif-containing 63 	569	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.42	-0.43	0.77	2005, 2007, 2009, 2011
Tpk1	ENSMUST00000067888.8	thiamine pyrophosphokinase 	834	1	1	0	0	1	1	0	0	0	mmu-miR-29b-3p	-0.42	-0.74	0.14	2007, 2009, 2011
Nckap5l	ENSMUST00000023747.8	NCK-associated protein 5-like 	15	1	0	1	0	1	0	0	1	0	mmu-miR-29a-3p	-0.42	-0.42	0.73	2009, 2011
Dgkh	ENSMUST00000074729.5	diacylglycerol kinase, eta 	45	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.42	-0.42	0.93	2005, 2007, 2009, 2011
9530068E07Rik	ENSMUST00000109057.2	RIKEN cDNA 9530068E07 gene 	361	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.42	-0.44	0.80	2009, 2011
Crispld1	ENSMUST00000095075.4	cysteine-rich secretory protein LCCL domain containing 1 	43	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.42	-0.43	0.88	2005, 2007, 2009, 2011
Col6a3	ENSMUST00000097653.5	collagen, type VI, alpha 3 	2092	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.42	-0.42	0.88	2005, 2007, 2011
Gm20721	ENSMUST00000168292.1	predicted gene, 20721 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.42	-0.42	ORF	
Col15a1	ENSMUST00000102917.5	collagen, type XV, alpha 1 	3316	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.42	-0.51	0.90	2005, 2007, 2009, 2011
Zdhhc5	ENSMUST00000035840.5	zinc finger, DHHC domain containing 5 	3066	2	1	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.42	-0.43	0.75	2005, 2007, 2009, 2011
Kif26a	ENSMUST00000128402.2	kinesin family member 26A 	542	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.41	-0.41	0.91	2009, 2011
Sms	ENSMUST00000112529.2	spermine synthase 	2364	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.41	-0.41	0.86	2005, 2007, 2009, 2011
Col4a3	ENSMUST00000113457.3	collagen, type IV, alpha 3 	655	2	0	2	0	2	0	2	0	0	mmu-miR-29b-3p	-0.41	-0.45	0.93	2005, 2007, 2009, 2011
Efna5	ENSMUST00000076840.6	ephrin A5 	184	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.41	-0.46	0.90	2009, 2011
Ccnyl1	ENSMUST00000114077.2	cyclin Y-like 1 	20	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.41	-0.41	0.86	2007, 2009, 2011
Plp1	ENSMUST00000033800.7	proteolipid protein (myelin) 1 	31	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.41	-0.60	0.86	2005, 2007, 2009, 2011
Fam168b	ENSMUST00000167518.2	family with sequence similarity 168, member B 	808	2	0	2	0	0	0	0	0	1	mmu-miR-29a-3p	-0.41	-0.49	0.97	2007, 2009, 2011
Nos1ap	ENSMUST00000179801.1	nitric oxide synthase 1 (neuronal) adaptor protein 	89	1	1	0	0	2	0	1	1	1	mmu-miR-29a-3p	-0.41	-0.41	< 0.1	
Mafg	ENSMUST00000058162.8	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian) 	999	1	0	1	0	2	0	2	0	2	mmu-miR-29a-3p	-0.41	-0.44	0.86	2005, 2007, 2009, 2011
Hif3a	ENSMUST00000108492.3	hypoxia inducible factor 3, alpha subunit 	15	2	1	0	1	1	0	1	0	0	mmu-miR-29a-3p	-0.41	-0.61	> 0.99	2007, 2009, 2011
Mbtd1	ENSMUST00000063718.5	mbt domain containing 1 	347	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.41	-0.47	0.92	2009, 2011
Gm17296	ENSMUST00000170518.1	predicted gene, 17296 	125	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.41	-0.41	0.84	2011
Ppp1r3d	ENSMUST00000058678.4	protein phosphatase 1, regulatory subunit 3D 	17	1	0	1	0	2	0	1	1	0	mmu-miR-29a-3p	-0.40	-0.40	0.60	2005, 2007, 2009, 2011
Chfr	ENSMUST00000112519.3	checkpoint with forkhead and ring finger domains 	1174	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.40	-0.48	0.87	2005, 2007, 2009, 2011
Ibsp	ENSMUST00000031246.8	integrin binding sialoprotein 	6	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.40	-0.40	0.11	2009, 2011
Tspan14	ENSMUST00000047652.5	tetraspanin 14 	620	2	0	1	1	2	0	2	0	1	mmu-miR-29b-3p	-0.40	-0.53	0.97	2005, 2007, 2009, 2011
Sh3bp5l	ENSMUST00000116376.3	SH3 binding domain protein 5 like 	165	2	0	1	1	1	0	1	0	3	mmu-miR-29a-3p	-0.40	-0.64	0.98	2005, 2007, 2009, 2011
Tanc1	ENSMUST00000037526.5	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 	1122	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.40	-0.42	0.93	2007, 2009, 2011
Bsnd	ENSMUST00000054472.3	Bartter syndrome, infantile, with sensorineural deafness (Barttin) 	23	1	1	0	0	1	0	1	0	1	mmu-miR-29b-3p	-0.40	-0.40	0.12	2009, 2011
N4bp2l1	ENSMUST00000016279.7	NEDD4 binding protein 2-like 1 	48	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.40	-0.46	0.76	2007, 2009, 2011
Fam136b-ps	ENSMUST00000068987.5	family with sequence similarity 136, member B, pseudogene 	36	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.40	-0.40	< 0.1	
Prpf3	ENSMUST00000015892.8	PRP3 pre-mRNA processing factor 3 homolog (yeast) 	133	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.40	-0.40	< 0.1	2005, 2007, 2009, 2011
Onecut2	ENSMUST00000175965.3	one cut domain, family member 2 	387	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.40	-0.52	0.88	2007, 2009, 2011
Eml5	ENSMUST00000065716.6	echinoderm microtubule associated protein like 5 	205	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.40	-0.40	0.92	2005, 2007, 2009, 2011
Ankrd49	ENSMUST00000034406.3	ankyrin repeat domain 49 	215	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.40	-0.40	0.82	2007, 2009, 2011
Fam167a	ENSMUST00000121288.1	family with sequence similarity 167, member A 	7	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.40	-0.40	0.91	2007, 2009, 2011
Nap1l3	ENSMUST00000079490.5	nucleosome assembly protein 1-like 3 	27	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.39	-0.39	< 0.1	2005, 2007, 2009, 2011
Erlin2	ENSMUST00000033873.7	ER lipid raft associated 2 	512	1	1	0	0	1	0	1	0	0	mmu-miR-29a-3p	-0.39	-0.43	0.92	2007, 2009, 2011
Pdgfrb	ENSMUST00000025522.5	platelet derived growth factor receptor, beta polypeptide 	1178	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.39	-0.40	0.85	2005, 2007, 2009, 2011
Ccnt2	ENSMUST00000112570.1	cyclin T2 	793	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.39	-0.48	0.92	2005, 2007
Lepre1	ENSMUST00000030393.7	leprecan 1 	615	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.39	-0.39	ORF	2007
Mfap5	ENSMUST00000121656.1	microfibrillar associated protein 5 	724	1	1	0	0	1	0	1	0	0	mmu-miR-29a-3p	-0.39	-1.06	< 0.1	2005, 2007, 2009, 2011
Eml6	ENSMUST00000058902.5	echinoderm microtubule associated protein like 6 	83	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.39	-0.44	0.83	2009, 2011
Lif	ENSMUST00000066283.6	leukemia inhibitory factor 	146	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.39	-0.39	0.87	2005, 2007, 2009, 2011
Pthlh	ENSMUST00000052296.6	parathyroid hormone-like peptide 	21	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.39	-0.39	0.78	2009, 2011
Fbxl18	ENSMUST00000110766.2	F-box and leucine-rich repeat protein 18 	693	1	0	0	1	2	0	2	0	2	mmu-miR-29a-3p	-0.39	-0.39	0.92	
Cmpk1	ENSMUST00000030491.8	cytidine monophosphate (UMP-CMP) kinase 1 	645	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.39	-0.42	0.77	2007, 2009, 2011
Cps1	ENSMUST00000027144.7	carbamoyl-phosphate synthetase 1 	16807	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.39	-0.41	0.84	2005, 2007
Dio2	ENSMUST00000082432.3	deiodinase, iodothyronine, type II 	24	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.38	-0.41	0.87	2005, 2007, 2009, 2011
Bcl2l2	ENSMUST00000133397.2	BCL2-like 2 	238	1	0	0	1	2	0	2	0	0	mmu-miR-29a-3p	-0.38	-0.45	0.91	2005, 2007, 2009, 2011
Slc16a2	ENSMUST00000042664.6	solute carrier family 16 (monocarboxylic acid transporters), member 2 	98	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.38	-0.40	0.61	2005, 2007, 2009, 2011
Zbtb46	ENSMUST00000029106.7	zinc finger and BTB domain containing 46 	146	1	0	1	0	1	0	0	1	2	mmu-miR-29a-3p	-0.38	-0.38	0.84	2007
Col8a1	ENSMUST00000089332.4	collagen, type VIII, alpha 1 	277	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.38	-0.39	0.93	2009, 2011
Fbxw7	ENSMUST00000107679.2	F-box and WD-40 domain protein 7 	536	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.38	-0.38	0.92	2007, 2011
AF529169	ENSMUST00000044491.7	cDNA sequence AF529169 	11	3	0	3	0	0	0	0	0	0	mmu-miR-29b-3p	-0.38	-0.47	0.96	
Sgk1	ENSMUST00000020145.6	serum/glucocorticoid regulated kinase 1 	5205	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.38	-0.38	0.87	2007, 2009, 2011
Dynlt1c	ENSMUST00000092966.4	dynein light chain Tctex-type 1C 	5	1	0	0	1	0	0	0	0	1	mmu-miR-29b-3p	-0.38	-0.38	0.93	2011
Usp34	ENSMUST00000180046.2	ubiquitin specific peptidase 34 	1472	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.38	-0.38	0.84	2007, 2011
Proser1	ENSMUST00000058577.4	proline and serine rich 1 	373	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.38	-0.38	0.87	2007, 2009, 2011
Ccnl2	ENSMUST00000030944.5	cyclin L2 	2876	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.38	-0.38	0.72	2007, 2009, 2011
Fam219b	ENSMUST00000093833.4	family with sequence similarity 219, member B 	211	2	0	2	0	0	0	0	0	1	mmu-miR-29a-3p	-0.38	-0.39	0.69	2007, 2009, 2011
Mark3	ENSMUST00000084953.6	MAP/microtubule affinity-regulating kinase 3 	1326	1	1	0	0	1	0	0	1	1	mmu-miR-29a-3p	-0.38	-0.72	0.93	2005, 2007, 2009, 2011
Tll1	ENSMUST00000066166.4	tolloid-like 	70	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.38	-0.45	0.93	2005, 2007, 2009, 2011
Ccnd2	ENSMUST00000000188.8	cyclin D2 	9744	1	0	1	0	1	0	1	0	0	mmu-miR-29b-3p	-0.37	-0.37	0.67	2005, 2007, 2009, 2011
Kctd15	ENSMUST00000108069.2	potassium channel tetramerisation domain containing 15 	292	1	0	1	0	1	0	0	1	0	mmu-miR-29b-3p	-0.37	-0.37	0.86	2005, 2007, 2009, 2011
Kif18b	ENSMUST00000021311.9	kinesin family member 18B 	146	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.37	-0.92	< 0.1	2009, 2011
Hmgcr	ENSMUST00000022176.9	3-hydroxy-3-methylglutaryl-Coenzyme A reductase 	1378	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.37	-0.42	0.86	2005, 2007, 2009, 2011
Nanp	ENSMUST00000066640.4	N-acetylneuraminic acid phosphatase 	47	1	0	1	0	1	0	0	1	0	mmu-miR-29b-3p	-0.37	-0.52	0.50	2007, 2009, 2011
Frem1	ENSMUST00000170248.3	Fras1 related extracellular matrix protein 1 	74	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.37	-0.37	0.78	2009, 2011
Agtr2	ENSMUST00000089188.3	angiotensin II receptor, type 2 	6	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.37	-0.37	0.74	2005, 2007, 2009, 2011
Cbx2	ENSMUST00000026662.7	chromobox 2 	84	1	0	1	0	1	0	0	1	1	mmu-miR-29a-3p	-0.37	-0.37	0.62	2007, 2009, 2011
Chsy1	ENSMUST00000036372.6	chondroitin sulfate synthase 1 	945	1	0	1	0	1	0	0	1	2	mmu-miR-29a-3p	-0.37	-0.40	0.88	2005, 2007, 2009, 2011
Vamp3	ENSMUST00000030797.3	vesicle-associated membrane protein 3 	73	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.37	-0.53	0.79	2005, 2007, 2009, 2011
Xkr4	ENSMUST00000070533.4	X Kell blood group precursor related family member 4 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.37	-0.37	0.80	2005, 2007, 2009, 2011
Upk1b	ENSMUST00000057767.4	uroplakin 1B 	100	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.37	-0.37	0.71	2007, 2009, 2011
Dolpp1	ENSMUST00000028209.9	dolichyl pyrophosphate phosphatase 1 	745	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.37	-0.37	0.65	2005, 2007, 2009, 2011
Wasf3	ENSMUST00000016143.7	WAS protein family, member 3 	168	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.37	-0.43	0.43	2005, 2007
Gid8	ENSMUST00000029090.3	GID complex subunit 8 homolog (S. cerevisiae) 	1788	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.37	-0.45	0.88	2007
Trafd1	ENSMUST00000042312.8	TRAF type zinc finger domain containing 1 	449	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.36	-0.36	0.81	2005, 2007, 2009, 2011
Tcf4	ENSMUST00000078486.7	transcription factor 4 	2787	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.36	-0.40	0.50	2007, 2009, 2011
Gtpbp2	ENSMUST00000024748.8	GTP binding protein 2 	585	1	1	0	0	1	0	1	0	0	mmu-miR-29a-3p	-0.36	-0.36	< 0.1	2005, 2007, 2009, 2011
Commd2	ENSMUST00000160959.2	COMM domain containing 2 	1051	1	0	1	0	1	0	1	0	2	mmu-miR-29a-3p	-0.36	-0.45	0.84	2005, 2007, 2009, 2011
Znf512b	ENSMUST00000108789.3	zinc finger protein 512B 	280	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.36	-0.37	0.92	2011
Hcn1	ENSMUST00000006991.7	hyperpolarization-activated, cyclic nucleotide-gated K+ 1 	25	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.36	-0.39	0.88	2007, 2009, 2011
Cep85l	ENSMUST00000095691.5	centrosomal protein 85-like 	76	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.36	-0.39	0.90	
Cilp2	ENSMUST00000057831.7	cartilage intermediate layer protein 2 	5	1	0	1	0	1	0	0	1	0	mmu-miR-29a-3p	-0.36	-0.36	0.62	2007, 2009, 2011
Spry1	ENSMUST00000108109.2	sprouty homolog 1 (Drosophila) 	291	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.36	-0.44	0.88	2005, 2007, 2009, 2011
